Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Unveiling dominant factors for gully distribution in wildfire-affected areas using explainable AI: A case study of Xiangjiao catchment, Southwest China",Journal of Mountain Science,,,,10.1007/s11629-025-9645-9,Ruichen ZhouXiewen HuChuanjie XiKun HeLin DengGang Luo,2025,https://link.springer.com/article/10.1007/s11629-025-9645-9,Article
Wildfire burn severity in the mediterranean biome: a systematic review,Discover Sustainability,,,,10.1007/s43621-026-02588-0,Seima MadibaDaniel BoshoffMandla Dlamini,2026,https://link.springer.com/article/10.1007/s43621-026-02588-0,Article
"Flood, landslides, forest fire, and earthquake susceptibility maps using machine learning techniques and their combination",Natural Hazards,,,,10.1007/s11069-023-05836-y,Hamid Reza PourghasemiSoheila PouyanMojgan BordbarForoogh GolkarJohn J. Clague,2023,https://link.springer.com/article/10.1007/s11069-023-05836-y,Article
Elevation-dependent intensification of fire danger in the western United States,Nature Communications,,,,10.1038/s41467-023-37311-4,Mohammad Reza AlizadehJohn T. AbatzoglouJan AdamowskiArash Modaresi RadAmir AghaKouchakFrancesco S. R. PausataMojtaba Sadegh,2023,https://link.springer.com/article/10.1038/s41467-023-37311-4,Article
Quantification of the spatial resilience of the Spanish rural landscape to fire occurrence analysed using the SISPARES network of plots,Landscape Ecology,,,,10.1007/s10980-023-01743-6,A. J. ResciaA. I. Gómez MenéndezC. González LodaresM. Ortega,2023,https://link.springer.com/article/10.1007/s10980-023-01743-6,Article
"2022 McKinney rain-on-wildfire event, dissolved oxygen sags, and a fish kill on the Klamath River, California",Scientific Reports,,,,10.1038/s41598-025-08179-9,Jennifer A. CurtisGrant S. JohnsonJosh D. CahillLaurel GenzoliCliff N. DahmLiam N. SchenkJohn R. Oberholzer,2025,https://link.springer.com/article/10.1038/s41598-025-08179-9,Article
"Fire risk assessment using machine learning techniques: a case study of Jinan City, China",Scientific Reports,,,,10.1038/s41598-026-37074-0,Guanyu WeiGab-Soo HanXiaoxia Lang,2026,https://link.springer.com/article/10.1038/s41598-026-37074-0,Article
"Road fragment edges enhance wildfire incidence and intensity, while suppressing global burned area",Nature Communications,,,,10.1038/s41467-024-53460-6,Simon P. K. BowringWei LiFlorent MouillotThais M. RosanPhilippe Ciais,2024,https://link.springer.com/article/10.1038/s41467-024-53460-6,Article
"Wind climate analysis for prescribed fire planning: case study of Tallahassee, Florida",Fire Ecology,,,,10.1186/s42408-025-00349-4,Seth W. BigelowBryan Quaife,2025,https://link.springer.com/article/10.1186/s42408-025-00349-4,Article
Fire Risk Assessment in&#xa0;San Luis Potosí’s Middle Zone Using CBIR and&#xa0;Evolutionary Computation Techniques for&#xa0;Land Image Analysis,Artificial Intelligence – COMIA 2025,,,,10.1007/978-3-031-97910-1_2,José Rodrigo Torres-LiconaJuan Villegas-CortezCésar Augusto Puente-MontejanoSalomón Cordero-Sanchez,2025,https://link.springer.com/chapter/10.1007/978-3-031-97910-1_2,Conference paper
"Indigenous Knowledge, Aspiration, and Potential Application in Contemporary Fire Mitigation in Southwest Australia",Human Ecology,,,,10.1007/s10745-022-00359-9,Ursula RodriguesAlison LullfitzLester CoyneAveril DeanAden EadesEzzard FlowersLynette KnappCarol PettersenTreasy WoodsStephen D. Hopper,2022,https://link.springer.com/article/10.1007/s10745-022-00359-9,Article
Live Object Detection and Fire Monitoring for Enhanced Agricultural Security System,Evolutionary Artificial Intelligence,,,,10.1007/978-981-99-8438-1_31,Ranjeetsingh SuryawanshiSwarup VishwasAryan DodkeAkshay ShingoteRakshanda GiriNajiya Shaikh,2024,https://link.springer.com/chapter/10.1007/978-981-99-8438-1_31,Conference paper
"Cultural Theory, Wildfire Information Source, and Agency Public Trust: A Central Oregon Case Study",Environmental Management,,,,10.1007/s00267-023-01909-7,Brent S. SteelNicholas P. LovrichJohn C. Pierce,2023,https://link.springer.com/article/10.1007/s00267-023-01909-7,Article
"Potential operational delineations: new horizons for proactive, risk-informed strategic land and fire management",Fire Ecology,,,,10.1186/s42408-022-00139-2,Matthew P. ThompsonChristopher D. O’ConnorBenjamin M. GannonMichael D. CaggianoChristopher J. DunnCourtney A. SchultzDavid E. CalkinBradley PietruszkaS. Michelle GreinerRichard StrattonJeffrey T. Morisette,2022,https://link.springer.com/article/10.1186/s42408-022-00139-2,Article
Global population exposure to landscape fire air pollution from 2000 to 2019,Nature,,,,10.1038/s41586-023-06398-6,Rongbin XuTingting YeXu YueZhengyu YangWenhua YuYiwen ZhangMichelle L. BellLidia MorawskaPei YuYuxi ZhangYao WuYanming LiuFay JohnstonYadong LeiMichael J. AbramsonYuming GuoShanshan Li,2023,https://link.springer.com/article/10.1038/s41586-023-06398-6,Article
Post-fire short-term treatments on a hillslope burnt soil: a case in the NW Iberian Atlantic transition region,Small-scale Forestry,,,,10.1007/s11842-025-09616-3,M. Fernández-RagaS. Alcalde-AparicioF. Serrano-BernardoA. KavianA. CerdaJ. Rodrigo-Comino,2026,https://link.springer.com/article/10.1007/s11842-025-09616-3,Article
Enhancing forest fires classification using a hybrid convolutional and BiLSTM deep learning model,Modeling Earth Systems and Environment,,,,10.1007/s40808-025-02569-8,Ahmed M. ElsheweyAhmed M. OsmanRasha Y. YoussefHazem M. El-BakrySamah A. Z. Hassan,2025,https://link.springer.com/article/10.1007/s40808-025-02569-8,Article
Mean-risk stochastic integer programming approach for integrated fuel treatment and wildfire response planning with endogenous uncertainty,Journal of Global Optimization,,,,10.1007/s10898-026-01604-x,Lina M. Villa-ZapataJunyeong ChoiTomás LagosOleg A. ProkopyevJianbang GanLewis Ntaimo,2026,https://link.springer.com/article/10.1007/s10898-026-01604-x,Article
Fire severity and tree size affect post-fire survival of Afrotemperate forest trees,Fire Ecology,,,,10.1186/s42408-022-00128-5,Brandon L. GiddeyJohan A. BaardTineke Kraaij,2022,https://link.springer.com/article/10.1186/s42408-022-00128-5,Article
Why the world needs a wildfire risk prediction system based on plant functional traits and moisture—before fires ignite,npj Natural Hazards,,,,10.1038/s44304-025-00149-5,Shawkat I. SohelAndrew R. Marshall,2025,https://www.nature.com/articles/s44304-025-00149-5,Article
"Nitrogen-limitation Overrides Impacts of Wildfire Ash on Primary Production in Naturally Eutrophic, Grassland Lakes",Ecosystems,,,,10.1007/s10021-025-01009-z,Daniel GschwentnerLindsey BlehmJanice BrahneyDavid WedinJessica R. Corman,2025,https://link.springer.com/article/10.1007/s10021-025-01009-z,Article
Who are the&#xa0;actors and what are the factors that are used in models to map forest fire susceptibility? A systematic review,Natural Hazards,,,,10.1007/s11069-022-05495-5,Santos Daniel ChicasJonas Østergaard Nielsen,2022,https://link.springer.com/article/10.1007/s11069-022-05495-5,Article
Identifying Research Needs for Canadian Wildfire Building Code Development,"Proceedings of the Canadian Society for Civil Engineering Annual Conference 2023, Volume 1",,,,10.1007/978-3-031-60415-7_2,Hannah CartonJohn GalesEric B. Kennedy,2024,https://link.springer.com/chapter/10.1007/978-3-031-60415-7_2,Conference paper
Real-time autonomous path planning for dynamic wildfire monitoring with uneven importance,Applied Intelligence,,,,10.1007/s10489-024-05579-8,S M Towhidul IslamXiaolin Hu,2024,https://link.springer.com/article/10.1007/s10489-024-05579-8,Article
Weather and Fuel as Modulators of Grassland Fire Behavior in the Northern Great Plains,Environmental Management,,,,10.1007/s00267-022-01767-9,Devan Allen McGranahanMegan E. ZopfiKathryn A. Yurkonis,2022,https://link.springer.com/article/10.1007/s00267-022-01767-9,Article
Unprecedented UK heatwave harmonised drivers of fuel moisture creating extreme temperate wildfire risk,Communications Earth & Environment,,,,10.1038/s43247-025-02746-8,Katy IvisonKerryn LittleAlice OrpinClaire M. BelcherGareth D. ClayStefan H. DoerrThomas E. L. SmithRoxane AndersenLaura J. GrahamNicholas Kettridge,2025,https://link.springer.com/article/10.1038/s43247-025-02746-8,Article
"The 2023 Oklahoma wildfire outbreak: a case study in meteorological conditions, wildfire hazard, and community resilience",Natural Hazards,,,,10.1007/s11069-024-06824-6,Richard CamposBryony L. PuxleyMichael A. LongP. S. Harvey Jr.,2024,https://link.springer.com/article/10.1007/s11069-024-06824-6,Article
Spatial and temporal drivers of post-fire tree establishment and height growth in a managed forest landscape,Fire Ecology,,,,10.1186/s42408-022-00153-4,Robert A. AndrusChristine A. DroskeMadeline C. FranzAndrew T. HudakLeigh B. LentileSarah A. LewisPenelope MorganPeter R. RobichaudArjan J. H. Meddens,2022,https://link.springer.com/article/10.1186/s42408-022-00153-4,Article
"An integrated approach leveraging remote sensing, geospatial analysis, and machine learning algorithms for high-resolution wildfire susceptibility assessment and identification of environmental drivers in El Tarf Province, Algeria",Environmental Monitoring and Assessment,,,,10.1007/s10661-026-15080-z,Abdeldjalil GoumrasaZakaria MatouguiAbdelhakim BelarouiDjamal AkzizMohamed Said Guettouche,2026,https://link.springer.com/article/10.1007/s10661-026-15080-z,Article
Life cycle emissions associated with vault storage of wood cleared for fire management in the Western United States,Carbon Balance and Management,,,,10.1186/s13021-025-00309-0,Declan JohnsonJimmy VoorhisStephen Porder,2025,https://link.springer.com/article/10.1186/s13021-025-00309-0,Article
Youth Misuse of Fire: Measuring the Risk of Firesetting Behaviour Using Explicit and Implicit Methods,Journal of Psychopathology and Behavioral Assessment,,,,10.1007/s10862-023-10057-5,Kara DadswellStjepan SambolMaxim ZervosMatthew HarrisMichelle Ball,2023,https://link.springer.com/article/10.1007/s10862-023-10057-5,Article
Traffic Performance Indicators for Evacuation: The Case Study of the 2020 Silverado Wildfire,Fire Technology,,,,10.1007/s10694-025-01813-y,Nima JanfeshanaraghiArthur RohaertEnrico RonchiNoureddine BénichouErica D. Kuligowski,2025,https://link.springer.com/article/10.1007/s10694-025-01813-y,Article
"Earth, Water, Air, and Fire – Thinking about Farming and Farmscapes",African Archaeological Review,,,,10.1007/s10437-023-09542-9,Alexa HöhnEmmanuel MushayikwaAlex Schoeman,2023,https://link.springer.com/article/10.1007/s10437-023-09542-9,Article
Forest Fire Characterization Using Landsat-8 Satellite Data in Dalma Wildlife Sanctuary,Remote Sensing in Earth Systems Sciences,,,,10.1007/s41976-022-00076-3,Satendra Kumar ChaudharyArvind Chandra PandeyBikash Ranjan Parida,2022,https://link.springer.com/article/10.1007/s41976-022-00076-3,Article
"Forest fires and climate change in India: impacts, adaptive strategies, and pathways for climate action (Sustainable Development Goal-13)",Environmental Sciences Europe,,,,10.1186/s12302-025-01195-6,Amit KumarTapas RayT. MohanasundariSurendra Singh JatavUday ChatterjeeSulochana ShekharEdris AlamMd Kamrul Islam,2025,https://link.springer.com/article/10.1186/s12302-025-01195-6,Article
A hybrid framework to estimate live fuel moisture content through land surface modelling,Modeling Earth Systems and Environment,,,,10.1007/s40808-025-02561-2,Filippe L. M. SantosFlavio T. CoutoMaria MonteiroNuno Almeida RibeiroPatrick Le MoigneRui Salgado,2025,https://link.springer.com/article/10.1007/s40808-025-02561-2,Article
"A scoping review of wildfire smoke risk communications: issues, gaps, and recommendations",BMC Public Health,,,,10.1186/s12889-024-17681-0,Morgan H. VienSusan L. IveyHollynd BoydenStephanie HolmLinda Neuhauser,2024,https://link.springer.com/article/10.1186/s12889-024-17681-0,Article
Contrasting effects of future wildfire and forest management scenarios on a fire excluded western US landscape,Landscape Ecology,,,,10.1007/s10980-022-01414-y,Alan A. AgerAna M. G. BarrosMichelle A. Day,2022,https://link.springer.com/article/10.1007/s10980-022-01414-y,Article
Comparing Land Manager and Community Perceptions of a Colorado Prescribed Fire Outreach Program,Journal of Forestry,,,,10.1093/jofore/fvac026,Katie McGrath NovakSarah McCaffreyCourtney A Schultz,2022,https://link.springer.com/article/10.1093/jofore/fvac026,Article
Using FlamMap to assess wildfire behavior in Bohemian Switzerland National Park,Natural Hazards,,,,10.1007/s11069-023-06361-8,Lucie KudláčkováMarkéta PoděbradskáMonika BláhováEmil CiencialaJana BeranováCharles McHughMark FinneyJan NovotnýPavel ZahradníčekPetr ŠtěpánekRostislav LindaMiroslav PiklDana VébrováMartin MožnýPeter SurovýZdeněk ŽaludMiroslav Trnka,2023,https://link.springer.com/article/10.1007/s11069-023-06361-8,Article
Decision Support Framework for Sustainable and Fire Resilient Buildings (SAFR-B),Fire Technology,,,,10.1007/s10694-024-01678-7,Håkan FrantzichMargaret McNameeErik KimbladBrian Meacham,2024,https://link.springer.com/article/10.1007/s10694-024-01678-7,Article
"Characterizing Divergent Experiences with the Same Wildfire: Insights from a Survey of Households in Evacuation, Postfire Flood Risk, and Unaffected Areas After the 2019 Museum Fire",Journal of Forestry,,,,10.1093/jofore/fvac018,Catrin M EdgeleyMelanie M Colavito,2022,https://link.springer.com/article/10.1093/jofore/fvac018,Article
Fire-Smart Territories: a proof of concept based on <i>Mosaico</i> approach,Landscape Ecology,,,,10.1007/s10980-023-01618-w,Fernando PulidoJavier CorbachoManuel BertomeuÁlvaro GómezNuno GuiomarEnrique JuárezBeatriz LucasGerardo MorenoJavier NavalpotroGonzalo Palomo,2023,https://link.springer.com/article/10.1007/s10980-023-01618-w,Article
Assessing the environmental impacts of the Capilla del Monte wildfire in Punilla Valley of Argentina using Landsat-9 and Sentinel-5P,Environmental Monitoring and Assessment,,,,10.1007/s10661-025-14374-y,Furkan YilganNilay YildizTugba Dogan,2025,https://link.springer.com/article/10.1007/s10661-025-14374-y,Article
Experimental study of the post-flashover fire performance of multi-pane low-energy windows,Glass Structures & Engineering,,,,10.1007/s40940-025-00305-3,Hjalte BengtssonAhmed Ahmed Ali AwadallahIan PopeLuisa GiulianiLars Schiøtt Sørensen,2025,https://link.springer.com/article/10.1007/s40940-025-00305-3,Article
"A century of transformation: fire regime transitions from 1919 to 2019 in southeastern British Columbia, Canada",Landscape Ecology,,,,10.1007/s10980-022-01506-9,Jennifer N. BaronSarah E. GergelPaul F. HessburgLori D. Daniels,2022,https://link.springer.com/article/10.1007/s10980-022-01506-9,Article
"Land sharing, land sparing, and Triad forestry: modeling forest composition, diversity, and carbon storage under climate change and natural disturbances",Landscape Ecology,,,,10.1007/s10980-024-02041-5,Colin N. MastNeil G. WilliamsMatthew G. BettsMelissa S. Lucash,2025,https://link.springer.com/article/10.1007/s10980-024-02041-5,Article
Spatial analysis of wildfire burn severity and urban exposure assessment in Southwestern Türkiye,Euro-Mediterranean Journal for Environmental Integration,,,,10.1007/s41207-025-00850-x,Enes ZenginRecep Ugur Acar,2025,https://link.springer.com/article/10.1007/s41207-025-00850-x,Article
