Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
More Forest More Problems? Understanding Family Forest Owners’ Concerns in the United States,Small-scale Forestry,,,,10.1007/s11842-025-09594-6,David W. ShanafeltBrian DanleyJesse CaputoMarielle Brunette,2025,https://link.springer.com/article/10.1007/s11842-025-09594-6,Article
"In this current wildfire crisis, acknowledge widespread suffering",Ambio,,,,10.1007/s13280-024-02105-5,Fiona E. Newman ThackerKathleen UyttewaalTomás QuiñonesRik LeemansBethany HannahCathelijne R. Stoof,2025,https://link.springer.com/article/10.1007/s13280-024-02105-5,Article
The Impact of a Wildfire on a Vegetated Topsoil: Field Monitoring and Numerical Modeling,"Proceedings of the 4th International Conference on Sustainable Development in Civil, Urban and Transportation Engineering",,,,10.1007/978-981-97-9400-3_25,Nico StasiVito TagarelliFrancesco CafaroFederica Cotecchia,2025,https://link.springer.com/chapter/10.1007/978-981-97-9400-3_25,Conference paper
"Impact of urban sprawl on land surface temperature in the Mashhad City, Iran: A deep learning and cloud-based remote sensing analysis",Journal of Arid Land,,,,10.1007/s40333-025-0009-7,Komeh ZinatHamzeh SaeidMemarian HadiAttarchi SaraLinlin LuNaboureh AminAlavipanah Kazem Seyed,2025,https://link.springer.com/article/10.1007/s40333-025-0009-7,Article
Systematic Review and Performance Analysis of Classification Algorithm for Detecting Fake News with Machine Learning,Proceedings of International Conference on Advanced Communications and Machine Intelligence,,,,10.1007/978-981-96-5589-2_20,Priyanka C. TikekarAsmita P. AmbekarDipti D. Athwale,2026,https://link.springer.com/chapter/10.1007/978-981-96-5589-2_20,Conference paper
Design and Investigation of an Amphibious Unmanned Aerial Vehicle for Autonomous Firefighting Operations,"Sustainable Aviation Innovations, Advancements, and Destinations",,,,10.1007/978-3-032-00618-9_7,Mehmet GürsoyluDavid SziroczakDavid Szilagyi,2025,https://link.springer.com/chapter/10.1007/978-3-032-00618-9_7,Conference paper
"Vision-Based Autonomous UAV Landing: A Comprehensive Review of Technologies, Techniques, and Applications",Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-025-02314-4,Serhiy O. SemerikovPavlo P. NechypurenkoTetiana A. VakaliukIryna S. MintiiAndrii O. Kolhatin,2025,https://link.springer.com/article/10.1007/s10846-025-02314-4,Article
BACHAAV: machine learning-augmented human-AI and cryptographic architecture for threat detection in IoT-enabled oil and gas industrial networks,International Journal of Information Technology,,,,10.1007/s41870-025-02650-6,Jayameena DesikanSushil Kumar SinghA. Jayanthiladevi,2025,https://link.springer.com/article/10.1007/s41870-025-02650-6,Article
Assessing the financial impacts of significant wildfires on US capital markets: sectoral analysis,Empirical Economics,,,,10.1007/s00181-024-02574-3,Tchai Tavor,2024,https://link.springer.com/article/10.1007/s00181-024-02574-3,Article
Machine Learning for Early Fire Detection in the Oasis Environment,"Artificial Intelligence, Data Science and Applications",,,,10.1007/978-3-031-48573-2_20,Safae Sossi AlaouiYousef Farhaoui,2024,https://link.springer.com/chapter/10.1007/978-3-031-48573-2_20,Conference paper
Artificial Intelligence in Disaster Management: A Survey,Proceedings of International Conference on Data Science and Applications,,,,10.1007/978-981-19-6634-7_56,Suchita AroraSunil KumarSandeep Kumar,2023,https://link.springer.com/chapter/10.1007/978-981-19-6634-7_56,Conference paper
Turbidity and fecal indicator bacteria in recreational marine waters increase following the 2018 Woolsey Fire,Scientific Reports,,,,10.1038/s41598-022-05945-x,Marisol CiraAnisha BafnaChristine M. LeeYuwei KongBenjamin HoltLuke GingerKerry Cawse-NicholsonLucy RievesJennifer A. Jay,2022,https://link.springer.com/article/10.1038/s41598-022-05945-x,Article
"Adapting forest plantations to climate change: strategies, challenges, and opportunities in Malaysia",New Forests,,,,10.1007/s11056-025-10105-w,Abu Bakar Nurul AsyiqinKian Huat Ong,2025,https://link.springer.com/article/10.1007/s11056-025-10105-w,Article
Silicon Cycling in Forest Ecosystems: A Review Focusing on the Role of Soil Biogeochemistry,Silicon,,,,10.1007/s12633-025-03247-1,Sharat KothariAnn Theresa JoseLaxmanarayanan MAnshuman PatelNymisha AlapatiSabyasachi MajumdarDwipendra ThakuriaTanmaya Kumar Bhoi,2025,https://link.springer.com/article/10.1007/s12633-025-03247-1,Article
"Role&#xa0;of&#xa0;indigenous knowledge in conserving sacred forests: the case of Sidama National Regional State, Southeast Ethiopia",GeoJournal,,,,10.1007/s10708-025-11376-8,Eshine HankaloYosef MamoGetahun Haile,2025,https://link.springer.com/article/10.1007/s10708-025-11376-8,Article
Exploring AI-assisted techniques for diabetic retinopathy detection: a comprehensive review,Network Modeling Analysis in Health Informatics and Bioinformatics,,,,10.1007/s13721-025-00647-6,Imtiyaz AhmadVibhav Prakash SinghManoj Madhava Gore,2025,https://link.springer.com/article/10.1007/s13721-025-00647-6,Article
State-of-the-Art Status of Google Earth Engine (GEE) Application in Land and Water Resource Management: A Scientometric Analysis,Journal of Geovisualization and Spatial Analysis,,,,10.1007/s41651-025-00218-3,Nishtha SharnagatAnupam Kumar NemaPrabhash Kumar MishraNitesh PatidarRahul KumarAshwini SuryawanshiLakey Radha,2025,https://link.springer.com/article/10.1007/s41651-025-00218-3,Article
The use and integration of airborne laser scanning and satellite time series data in precision forest management for plantations of fast-growing tree species,Annals of Forest Science,,,,10.1186/s13595-025-01292-9,Gonzalo Gavilan-AcunaNicholas C. CoopsPiotr TompalskiDominik RoeserAndrés Varhola,2025,https://link.springer.com/article/10.1186/s13595-025-01292-9,Article
Towards Efficient Information Retrieval in Internet of Things Environments Via Machine Learning Approaches,Journal of The Institution of Engineers (India): Series B,,,,10.1007/s40031-024-01178-w,Qin YuanYuping Lai,2024,https://link.springer.com/article/10.1007/s40031-024-01178-w,Article
Network governance in the use of prescribed fire: roles for bridging organizations and other actors in the Western United States,Regional Environmental Change,,,,10.1007/s10113-021-01850-7,Heidi R. Huber-StearnsAnna R. SantoCourtney A. SchultzSarah M. McCaffrey,2021,https://link.springer.com/article/10.1007/s10113-021-01850-7,Article
Disaster Management Redefined: Integrating SVM-AE Techniques with Remote Sensing and Meteorological Data,Remote Sensing in Earth Systems Sciences,,,,10.1007/s41976-024-00122-2,L. PriyadharshiniJyoti A. DhankeR. N. PatilB. SwapnaKapula KalyaniMaganti SyamalaShanmugavel Deivasigamani,2024,https://link.springer.com/article/10.1007/s41976-024-00122-2,Article
Transition from conventional to AI-based methods for detection of foliar disease symptoms in vegetable crops: a comprehensive review,Journal of Plant Pathology,,,,10.1007/s42161-025-01983-2,Jagmohan SinghRuchika KashyapKamaldeep BansalRitwika DasKaransher SandhuGurkirat SinghDinesh Kumar Saini,2025,https://link.springer.com/article/10.1007/s42161-025-01983-2,Article
Power management of hybrid fuel cell fixed wing UAVs using a fuzzy reinforcement learning system optimized with meta-heuristic methods,Scientific Reports,,,,10.1038/s41598-025-32313-2,Mohsen RostamiAmirhamzeh FarajollahiPayman habibi,2025,https://link.springer.com/article/10.1038/s41598-025-32313-2,Article
Prescribed burning alters soil microbial community structure by changing soil physicochemical properties in temperate forests of northern China,Journal of Forestry Research,,,,10.1007/s11676-024-01789-5,Tongxin HuYu HanKajar KösterJianyu WangHaiqing HuXu DouLong SunYiyang Ding,2024,https://link.springer.com/article/10.1007/s11676-024-01789-5,Article
A real-time forecast of tunnel fire based on numerical database and artificial intelligence,Building Simulation,,,,10.1007/s12273-021-0775-x,Xiqiang WuXiaoning ZhangXinyan HuangFu XiaoAsif Usmani,2021,https://link.springer.com/article/10.1007/s12273-021-0775-x,Article
Artificial Intelligence and Drone Application in Crime Scene Investigation: A Scoping Review,"Information Security, Privacy and Digital Forensics",,,,10.1007/978-981-95-2196-8_3,Francis MannaNaveen Kumar Chaudhary,2026,https://link.springer.com/chapter/10.1007/978-981-95-2196-8_3,Conference paper
High-Resolution Mapping of Soil Organic Carbon Stocks Using Machine and Deep Learning Approaches Across Mediterranean Land Uses,Earth Systems and Environment,,,,10.1007/s41748-025-00913-7,Mounir OukhattarSébastien GadalYannick RobertIsmaguil Hanadé HoummaNicolas P. A. SabyCatherine Keller,2025,https://link.springer.com/article/10.1007/s41748-025-00913-7,Article
A comprehensive review of analyzing the chest X-ray images to detect COVID-19 infections using deep learning techniques,Soft Computing,,,,10.1007/s00500-023-08561-7,Kavitha SubramaniamNatesan PalanisamyRenugadevi Ammapalayam SinnaswamySuresh MuthusamyOm Prava MishraAshok Kumar LoganathanPonarun RamamoorthiChristober Asir Rajan Charles GnanakkanGunasekaran ThangavelSuma Christal Mary Sundararajan,2023,https://link.springer.com/article/10.1007/s00500-023-08561-7,Article
Optimized machine learning model for air quality index prediction in major cities in India,Scientific Reports,,,,10.1038/s41598-024-54807-1,Suresh Kumar NatarajanPrakash ShanmurthyDaniel ArockiamBalamurugan BalusamyShitharth Selvarajan,2024,https://link.springer.com/article/10.1038/s41598-024-54807-1,Article
Deep SqueezeNet learning model for diagnosis and prediction of maize leaf diseases,Journal of Big Data,,,,10.1186/s40537-024-00972-z,Prasannavenkatesan TheerthagiriA. Usha RubyJ. George Chellin ChandranTanvir Habib SardarAhamed Shafeeq B. M.,2024,https://link.springer.com/article/10.1186/s40537-024-00972-z,Article
Research on forest fire information propagation model based on IoV,Scientific Reports,,,,10.1038/s41598-025-92407-9,Xiaodan DongSiyang Xia,2025,https://link.springer.com/article/10.1038/s41598-025-92407-9,Article
Climate-driven Mediterranean fire hazard assessments for 2020–2100 on the light of past millennial variability,Climatic Change,,,,10.1007/s10584-021-03258-y,Marion LestienneBoris VannièreThomas CurtIsabelle Jouffroy-BapicotChristelle Hély,2022,https://link.springer.com/article/10.1007/s10584-021-03258-y,Article
"An upscaling multi-level and multi-hazard risk assessment for heat and other natural hazards concerning vulnerable groups in Žilina, Slovakia",Natural Hazards,,,,10.1007/s11069-025-07722-1,Alexander FeketeSteffen NeunerChristopher MunschauerLubos BuznaDaniel ChovanecKatarina HollaSamuel KockarUlrich LeopoldStefania StellacciDerya YilmazCatarina Ferreira da Silva,2025,https://link.springer.com/article/10.1007/s11069-025-07722-1,Article
Deep learning implementations in mining applications: a compact critical review,Artificial Intelligence Review,,,,10.1007/s10462-023-10500-9,Faris AzhariCharlotte C. SennerstenCraig A. LindleyEwan Sellers,2023,https://link.springer.com/article/10.1007/s10462-023-10500-9,Article
Forest fire detection system using wireless sensor networks and machine learning,Scientific Reports,,,,10.1038/s41598-021-03882-9,Udaya DampageLumini BandaranayakeRidma WanasingheKishanga KottahachchiBathiya Jayasanka,2022,https://link.springer.com/article/10.1038/s41598-021-03882-9,Article
Artificial Intelligence for Water Consumption Assessment: State of the Art Review,Water Resources Management,,,,10.1007/s11269-024-03823-x,Almando MorainNivedita IlangovanChristopher DelhomAavudai Anandhi,2024,https://link.springer.com/article/10.1007/s11269-024-03823-x,Article
State of the art and taxonomy survey on federated learning and blockchain integration in UAV applications,The Journal of Supercomputing,,,,10.1007/s11227-025-07124-x,Hela AlayaAsma Ben LetaifaAbderrezak Rachedi,2025,https://link.springer.com/article/10.1007/s11227-025-07124-x,Article
Wildfire disturbance affects species interactions of a harmful invasive annual in second year of post-fire vegetative recovery,Biological Invasions,,,,10.1007/s10530-021-02647-9,Benjamin Marcus Schlau,2021,https://link.springer.com/article/10.1007/s10530-021-02647-9,Article
Proposition of IT Platform for Combating Wildfires with Decision Support System,"Availability, Reliability and Security",,,,10.1007/978-3-032-00644-8_16,Krishna ChandramouliRafał KozikMarcin PrzybyszewskiDominika GrunwaldMichał Choraś,2025,https://link.springer.com/chapter/10.1007/978-3-032-00644-8_16,Conference paper
The use of supervised artificial intelligence methods in quality determination in continuous production lines: a case study of ceramic industry,International Journal on Interactive Design and Manufacturing (IJIDeM),,,,10.1007/s12008-025-02310-w,Serdar OzcanUmran Sengul,2025,https://link.springer.com/article/10.1007/s12008-025-02310-w,Article
Compressive strength of nano concrete materials under elevated temperatures using machine learning,Scientific Reports,,,,10.1038/s41598-024-73713-0,Abdullah M. ZeyadAlaa A. MahmoudAlaa A. El-SayedAyman M. AborayaIslam N. FathyNikos ZygourisPanagiotis G. AsterisIbrahim Saad Agwa,2024,https://link.springer.com/article/10.1038/s41598-024-73713-0,Article
Historical insect disturbance maps from 1985 onwards for Canadian forests derived using earth observation data,Scientific Data,,,,10.1038/s41597-025-06269-x,Pauline PerbetLuc GuindonDavid L. P. CorreiaOmid Reisi GahroueiJean-François CôtéMartin Béland,2025,https://link.springer.com/article/10.1038/s41597-025-06269-x,Article
Family Forest Owner Attitudes Toward Oak Forests and Management in the Central and Eastern U.S.,Small-scale Forestry,,,,10.1007/s11842-023-09545-z,EM SassBJ ButlerJ CaputoAL Robillard,2023,https://link.springer.com/article/10.1007/s11842-023-09545-z,Article
Short-term changes in soil properties after prescribed fire and mulching with fern in Mediterranean forests,Journal of Forestry Research,,,,10.1007/s11676-021-01431-8,Bruno Gianmarco CarraGiuseppe BombinoManuel Esteban Lucas-BorjaAdele MuscoloFederico RomeoDemetrio Antonio Zema,2021,https://link.springer.com/article/10.1007/s11676-021-01431-8,Article
Selecting the best backbone model: A comprehensive evaluation of deep learning models for satellite image-based land cover classification,Earth Science Informatics,,,,10.1007/s12145-025-01828-7,Hafeez Anwar,2025,https://link.springer.com/article/10.1007/s12145-025-01828-7,Article
Fusing Innovation and Nature: Empowering Forest Fire Detection and Prediction Through IoT Enabled Edge Computing and Deep Learning,"Transfer, Diffusion and Adoption of Next-Generation Digital Technologies",,,,10.1007/978-3-031-50204-0_19,Keshav DhirPrabhsimran SinghRonnie DasRavinder Singh Sawhney,2024,https://link.springer.com/chapter/10.1007/978-3-031-50204-0_19,Conference paper
Exploring spatial relationships of male wild Turkeys during the breeding season,Scientific Reports,,,,10.1038/s41598-025-34883-7,Erin E. UlreyNicholas W. BaknerJohn C. KilgoBret A. CollierMichael J. Chamberlain,2026,https://link.springer.com/article/10.1038/s41598-025-34883-7,Article
AI-based predictive maintenance of solar photovoltaics systems: a comprehensive review,Energy Informatics,,,,10.1186/s42162-025-00594-6,Rohan Vijay VichareSachin Ramnath Gaikwad,2025,https://link.springer.com/article/10.1186/s42162-025-00594-6,Article
"Anthropogenic origin of a change in the fire-climate relationship in northern China after ∼2000 yr BP: Evidence from a 15,500-year black carbon record from Dali Lake",Journal of Geographical Sciences,,,,10.1007/s11442-022-1989-2,Zhiping ZhangJianbao LiuShengqian ChenShanjia ZhangXin JiaAifeng ZhouJiaju ZhaoJie ChenZhongwei ShenFahu Chen,2022,https://link.springer.com/article/10.1007/s11442-022-1989-2,Article
Improving emotion classification in e-commerce customer review analysis using GPT and meta‑ensemble deep learning technique for multilingual system,Multimedia Tools and Applications,,,,10.1007/s11042-024-19965-4,Nouri HichamHabbat Nassera,2024,https://link.springer.com/article/10.1007/s11042-024-19965-4,Article
Using geoinformatics to link forest fire severity and fragmentation in India's Dalma Wildlife Sanctuary,Tropical Ecology,,,,10.1007/s42965-021-00202-0,Satendra Kumar ChaudharyArvind Chandra PandeyBikash Ranjan ParidaSaurabh Kumar Gupta,2022,https://link.springer.com/article/10.1007/s42965-021-00202-0,Article
"Multi-hazard exposure mapping under climate crisis using random forest algorithm for the Kalimantan Islands, Indonesia",Scientific Reports,,,,10.1038/s41598-023-40106-8,Sujung HeoSangjin ParkDong Kun Lee,2023,https://link.springer.com/article/10.1038/s41598-023-40106-8,Article
Lessons Learned From the 2018 Attica Wildfire: Households’ Expectations of Evacuation Logistics and Evacuation Time Estimate Components,Fire Technology,,,,10.1007/s10694-024-01640-7,M. R. K. SiamBrian M. StaesMichael K. LindellHaizhong Wang,2024,https://link.springer.com/article/10.1007/s10694-024-01640-7,Article
Enhancing gesture recognition for assisting visually impaired persons using deep learning in an IoT environment-based improved snake optimisation algorithm,Scientific Reports,,,,10.1038/s41598-025-22070-7,Hanan Abdullah MengashBasma S. AlqadiRadwa Marzouk,2025,https://link.springer.com/article/10.1038/s41598-025-22070-7,Article
Distribution mapping of major invasive plant species of India and their role in ecosystem alteration: a systematic review,Discover Forests,,,,10.1007/s44415-025-00047-8,Subhashree PatraB. S. P. C. KishoreAmit KumarPurabi Saikia,2025,https://link.springer.com/article/10.1007/s44415-025-00047-8,Article
Management of Carolina willow (<i>Salix caroliniana</i>) with herbicides to restore herbaceous marsh,Wetlands Ecology and Management,,,,10.1007/s11273-025-10038-3,Kimberli J. PonzioChristy M. AkersTimothy D. MillerRandal S. SnyderJanice D. Miller,2025,https://link.springer.com/article/10.1007/s11273-025-10038-3,Article
Institutions That Influence Cross-Boundary Forest Management: Four Cases of Shared Stewardship in Practice,Journal of Forestry,,,,10.1093/jofore/fvad030,Tyler AldworthCourtney Schultz,2023,https://link.springer.com/article/10.1093/jofore/fvad030,Article
"A Review on Ensemble Learning: Methods, Benefits and Challenges",Proceedings of Data Analytics and Management,,,,10.1007/978-3-032-03558-5_13,Laxmi SaraswatSimar Preet SinghSidhartha Quamara,2026,https://link.springer.com/chapter/10.1007/978-3-032-03558-5_13,Conference paper
Using Simulations to Support Students’ Conceptual Development Related to Wildfire Hazards and Risks from an Experiential Learning Perspective,Journal of Science Education and Technology,,,,10.1007/s10956-024-10126-8,Trudi LordPaul HorwitzHee-Sun LeeAmy PallantChristopher Lore,2024,https://link.springer.com/article/10.1007/s10956-024-10126-8,Article
Humanitarian Supply Chain for 2025 Wildfires: Recovery Suggestions from Historical Disaster Models,Operations Research Forum,,,,10.1007/s43069-025-00520-2,Pallawi Baldeo SangodePulkit Marwah,2025,https://link.springer.com/article/10.1007/s43069-025-00520-2,Article
Evolutionary processes shaping wild-to-domesticated plant complexes: insights toward the conservation of agrobiodiversity,Genetic Resources and Crop Evolution,,,,10.1007/s10722-026-02769-w,Valeria AlavezFrancisca AcevedoAlejandro CasasAna Wegier,2026,https://link.springer.com/article/10.1007/s10722-026-02769-w,Article
"Assessment of predation effects of the wild carnivore towards the livestock in and around Gibe Sheleko National Park, Central Ethiopia",European Journal of Wildlife Research,,,,10.1007/s10344-025-01958-9,Seyoum KirosAfework Bekele,2025,https://link.springer.com/article/10.1007/s10344-025-01958-9,Article
Cloud-based disaster management architecture using hybrid machine learning approach in IoT,Multimedia Tools and Applications,,,,10.1007/s11042-024-18333-6,Figen ÖzenAlireza Souri,2024,https://link.springer.com/article/10.1007/s11042-024-18333-6,Article
Data-Driven Agriculture Using LSTM and PCA: Enhancing Crop Yield with Ensemble and Bayesian Learning Techniques,Proceedings of Data Analytics and Management,,,,10.1007/978-3-032-03751-0_1,Mohammed Khalaf MahmoodWisam Dawood Abdullah,2026,https://link.springer.com/chapter/10.1007/978-3-032-03751-0_1,Conference paper
Machine Learning and Multisensor Data Fusion for Forest above Ground Biomass Estimation in Arkansas,Earth Systems and Environment,,,,10.1007/s41748-025-00713-z,Abdullah Al SaimMohamed H. Aly,2025,https://link.springer.com/article/10.1007/s41748-025-00713-z,Article
An interpretable machine learning approach to predict the compressive strength of fly ash-based geopolymer concrete,Innovative Infrastructure Solutions,,,,10.1007/s41062-025-02307-0,Md Mehedi HasanJie XuMd Nasir UddinJian YangNusrat Jahan Tonny,2025,https://link.springer.com/article/10.1007/s41062-025-02307-0,Article
Forest Fire Prediction Using Multi-Source Deep Learning,Big Data Technologies and Applications,,,,10.1007/978-3-031-52265-9_9,Abdul MutakabbirChung-Horng LungSamuel A. AjilaMarzia ZamanKshirasagar NaikRichard PurcellSrinivas Sampalli,2024,https://link.springer.com/chapter/10.1007/978-3-031-52265-9_9,Conference paper
How threatened are orchids? A review of the state of play and identification of gaps and priorities,Biodiversity and Conservation,,,,10.1007/s10531-025-03187-7,Michael F. FayL. AndriamahefarivoS. P. BachmanM. J. M. BrownJ. CalevoT. CampbellM. CharitonidouK. W. DixonV. DroissartF. ForestA. E. HinsleyP. KumarT. Le BretonL. R. RajaovelonaB. RamandimbisoaH. RankouA. SchuitemanJ. SharmaM. Simo-DroissartE. C. SmidtT. StévartV. J. SvahnströmS. VerlyndeH. C. Zimmer,2025,https://link.springer.com/article/10.1007/s10531-025-03187-7,Article
Smart Forest Fire Detection System Using LoRaWAN Sensors,Proceedings of Data Analytics and Management,,,,10.1007/978-981-96-3358-6_35,Supraja K. KumarSia GuptaPriya SharmaApoorva VermaDipty TripathiPoonam Bansal,2025,https://link.springer.com/chapter/10.1007/978-981-96-3358-6_35,Conference paper
Leveraging explainable AI for sustainable agriculture: a comprehensive review of recent advances,Artificial Intelligence Review,,,,10.1007/s10462-025-11459-5,Aditya RajbongshiFatema Tuz JohoraArafat HossainMd. Salauddin SarkerMd Habibur RahmanMd Wahidur RahmanFahad T.  AlotaibiMohammad Ali Moni,2026,https://link.springer.com/article/10.1007/s10462-025-11459-5,Article
A Novel Approach for Early Detection of Forest Fire from Images with Deep Learning: A Machine Vision Course Experiment,Proceedings of International Conference on Computing Systems and Intelligent Applications,,,,10.1007/978-981-96-8343-7_23,B. N. V. Udaya LakshmiK. LakshminadhK. Suresh BabuK. V. Narasimha ReddyShaik RafiP. Swathi,2025,https://link.springer.com/chapter/10.1007/978-981-96-8343-7_23,Conference paper
"Climate-induced shifts in habitat suitability of forest types and adaptation strategies in the Western Ghats of Tamil Nadu, India",Scientific Reports,,,,10.1038/s41598-025-22362-y,Andimuthu RamachandranMithilasri ManickavasagamS. HariharanS. KanmaniM. MathanS.N. Ahamed IbrahimS. PavithrapriyaP. PraveenkumarR. GeethaK. SathyapriyaDivya Subash KumarK. A. Yasar ArafathV. S. Vijaya KumarL. BalajiKurian Joseph,2026,https://link.springer.com/article/10.1038/s41598-025-22362-y,Article
Wildfire and degradation accelerate northern peatland carbon release,Nature Climate Change,,,,10.1038/s41558-023-01657-w,S. L. WilkinsonR. AndersenP. A. MooreS. J. DavidsonG. GranathJ. M. Waddington,2023,https://link.springer.com/article/10.1038/s41558-023-01657-w,Article
Remediation Strategies for Mitigating Geotechnical and Geoenvironmental Consequences of Wildfires,Environmental Geotechnics and Pollution Control,,,,10.1007/978-981-96-1873-6_7,Andrés Matos-OrtizMd Khorshed AlamJagadeesh Kumar JangaKrishna R. ReddyArvin Farid,2025,https://link.springer.com/chapter/10.1007/978-981-96-1873-6_7,Conference paper
"Wild edible plant species and their role in nutrition and health in Korahe Zone, Eastern Ethiopia",Tropical Medicine and Health,,,,10.1186/s41182-025-00867-6,Getu AlemayehuAshebir AwokeZewdie Kassa,2025,https://link.springer.com/article/10.1186/s41182-025-00867-6,Article
UAV routing by simulation-based optimization approaches for forest fire risk mitigation,Annals of Operations Research,,,,10.1007/s10479-021-04393-6,Omer OzkanSezgin Kilic,2022,https://link.springer.com/article/10.1007/s10479-021-04393-6,Article
A collaborative agenda for archaeology and fire science,Nature Ecology & Evolution,,,,10.1038/s41559-022-01759-2,Grant SnitkerChristopher I. RoosAlan P. Sullivan IIIS. Yoshi MaezumiDouglas W. BirdMichael R. CoughlanKelly M. DerrLinn GassawayAnna Klimaszewski-PattersonRachel A. Loehman,2022,https://link.springer.com/article/10.1038/s41559-022-01759-2,Article
"Spatiotemporal patterns of burned areas, fire drivers, and fire probability across the equatorial Andes",Journal of Mountain Science,,,,10.1007/s11629-020-6402-y,Xavier Zapata-RíosCarmen Lopez-FabaraAbigail NavarreteSandra Torres-PaguayMiguel Flores,2021,https://link.springer.com/article/10.1007/s11629-020-6402-y,Article
Rapid response of stream dissolved phosphorus concentrations to wildfire smoke,Communications Earth & Environment,,,,10.1038/s43247-024-01732-w,Nicole M. FernandezHunter T. JamisonZoë Gold,2024,https://link.springer.com/article/10.1038/s43247-024-01732-w,Article
Perceived adverse impacts undermine socio-economic benefits of resin tapping to the rural livelihood in far-western Nepal,Scientific Reports,,,,10.1038/s41598-025-09165-x,Rajan ParajuliPradip SaudOmkar JoshiSuwash KunwarPrakash Nepal,2025,https://link.springer.com/article/10.1038/s41598-025-09165-x,Article
"Evolution of Global Biodiversity Monitoring: Innovations, Modern Approaches and Integration with Essential Variables",Journal of the Indian Society of Remote Sensing,,,,10.1007/s12524-025-02211-1,C. Sudhakar ReddyK. AthiraShalini Mudalkar,2025,https://link.springer.com/article/10.1007/s12524-025-02211-1,Article
Computational prediction of concrete strength via microstructure image analysis: a hybrid machine learning framework,AI in Civil Engineering,,,,10.1007/s43503-025-00075-5,Prashant T. DhorabeMayuri A. ChandakBoskey V. BahoriaTejas R. PatilAnkita JaiswalNilesh ShelkeVikrant S. Vairagade,2025,https://link.springer.com/article/10.1007/s43503-025-00075-5,Article
Detecting fake news for COVID-19 using deep learning: a review,Multimedia Tools and Applications,,,,10.1007/s11042-024-18564-7,Hamza ZaheerMaryam Bashir,2024,https://link.springer.com/article/10.1007/s11042-024-18564-7,Article
The Conservation of Forest Biodiversity of India Through the Integration of Law and AI/ML,Data Mining and Information Security,,,,10.1007/978-981-96-6060-5_11,Monika KothiyalAshish Kumar SinghalSakshi MehtaAditya Kumar TomarGagandeep KaurAnil Kumar DixitSagar Saxena,2026,https://link.springer.com/chapter/10.1007/978-981-96-6060-5_11,Conference paper
Climate-vegetation intersection in determining the burn rate in an area of the Brazilian Cerrado,Earth Science Informatics,,,,10.1007/s12145-024-01535-9,Jonathan da Rocha MirandaRonie Silva JuvanholRosane Gomes da SilvaMarcilene Soares do NascimentoJuliana Fernandes da Silva,2024,https://link.springer.com/article/10.1007/s12145-024-01535-9,Article
"Geopolymer foam concrete: a review of pore characteristics, compressive strength and artificial intelligence in GFC strength simulations",Discover Concrete and Cement,,,,10.1007/s44416-025-00003-x,Mohamed AbdellatiefAlaa E. HassanienMohamed MortagiHassan Hamouda,2025,https://link.springer.com/article/10.1007/s44416-025-00003-x,Article
Advances in the study of global forest wildfires,Journal of Soils and Sediments,,,,10.1007/s11368-023-03533-8,Tong LiLizhen CuiLilan LiuYang ChenHongdou LiuXiufang SongZhihong Xu,2023,https://link.springer.com/article/10.1007/s11368-023-03533-8,Article
Modeling the formation of aerosols and their interactions with weather and climate: critical review and future perspectives,Frontiers of Environmental Science & Engineering,,,,10.1007/s11783-025-2063-y,Ying XiongQianqian YangYang GaoKe LiYang YangGuangxing LinXiao LuZhili WangHongliang ZhangMeng Gao,2025,https://link.springer.com/article/10.1007/s11783-025-2063-y,Article
Fire effects on the persistence of soil organic matter and long-term carbon storage,Nature Geoscience,,,,10.1038/s41561-021-00867-1,Adam F. A. PellegriniJennifer HardenKaterina GeorgiouKyle S. HemesAvni MalhotraConnor J. NolanRobert B. Jackson,2021,https://link.springer.com/article/10.1038/s41561-021-00867-1,Article
Forest Accessibility and Road Network Density: A Global Overview with a Special Focus on Europe,Current Forestry Reports,,,,10.1007/s40725-025-00259-3,Andreja ĐukaIvica PapaAndrea R.  ProtoFrancesco LatteriniPiotr S. MederskiStelian A. BorzEugen IordacheDževada SokolovićAmina KarišikDušan StojnićMilorad DanilovićRodolfo Picchio,2025,https://link.springer.com/article/10.1007/s40725-025-00259-3,Article
Data integration reveals that a statewide corridor initiative maintains greater wild turkey relative abundance and occupancy,Landscape Ecology,,,,10.1007/s10980-025-02258-y,Muzi D. SibiyaBrittany M. MasonCarolina BaruzziDiana E. BowlerMarcus A. LashleyCorey T. Callaghan,2025,https://link.springer.com/article/10.1007/s10980-025-02258-y,Article
Machine learning and interactive GUI for concrete compressive strength prediction,Scientific Reports,,,,10.1038/s41598-024-66957-3,Mohamed Kamel ElshaarawyMostafa M. AlsaadawiAbdelrahman Kamal Hamed,2024,https://link.springer.com/article/10.1038/s41598-024-66957-3,Article
Medicinal Plant Identification in Real-Time Using Deep Learning Model,SN Computer Science,,,,10.1007/s42979-023-02398-5,S. KavithaT. Satish KumarE. NareshVijay H. KalmaniKalyan Devappa BamanePiyush Kumar Pareek,2023,https://link.springer.com/article/10.1007/s42979-023-02398-5,Article
